('listenable', 138872.21091947934)
('dungen', 137657.28972148756)
('gbv', 137388.6322899108)
('karoli', 137145.9827121424)
('maxo', 136760.40364522213)
('genre', 136544.14254166072)
('rhythmic', 135076.47849832053)
('dischord', 134820.1729524371)
('devastate', 134694.69862159228)
('japandroids', 133683.5631120701)
('throe', 133422.3521688788)
('overdubbed', 133422.3521688788)
('kode9', 133248.73629363877)
('jesso', 133248.73629363877)
('string', 132608.43795299332)
('uestlove', 132387.16472744857)
('endear', 132066.68790827747)
('tengo', 132004.67439903543)
('jelinek', 131480.32806998573)
('breakbeat', 131414.76763490593)
('holter', 131051.88814998645)
('xtc', 131051.88814998645)
('diiv', 130701.39842043382)
('mournful', 130294.78048861459)
('minute', 130276.7785304112)
('amaze', 129951.36701682232)
('intoxicate', 129784.04890835514)
('calexico', 129593.77336153078)
('vocoder', 129011.34927667094)
('thrillingly', 129010.0511880464)
('atonal', 128679.11394764259)
('enon', 128382.50778989798)
('overwhelm', 128043.89979474418)
('mering', 127933.7324405832)
('rossen', 127835.21947826457)
('coda', 127761.64621109058)
('rourke', 127613.70204506633)
('savy', 126687.50972101539)
('textural', 126632.51124932396)
('solo', 126604.78439957697)
('startle', 126055.16170924858)
('overbear', 125989.15725686261)
('musically', 125666.05407198881)
('stax', 125282.3981979084)
('springsteen', 125256.84541203534)
('revelatory', 124979.22354942509)
('transfix', 124687.96130672474)
('howl', 124576.40476419873)
('instrumental', 124398.09291156163)
('glockenspiel', 123943.76670747915)
('hypnotic', 123668.32462484181)
('atobe', 123534.10104533374)
('melodica', 123456.85756540339)
('snare', 123361.92650029405)
('nadler', 122022.90287536061)
('bowie', 121456.54185115859)
('verse', 121428.06214586992)
('polysics', 121105.25670667349)
('vocalists', 121095.93132690425)
('bookend', 121014.93465888037)
('badu', 119502.04642176103)
('mccombs', 118834.73085845356)
('chillwave', 118764.68531088928)
('gorguts', 118682.8790254514)
('snarl', 118610.09735231182)
('outré', 118435.77785599943)
('polvo', 118389.84739912598)
('daunt', 118298.55004251943)
('pulsate', 118154.71683245385)
('takemura', 117741.26230774583)
('okkervil', 115905.09884198236)
('detractor', 115638.06557238288)
('sonics', 115579.33996377616)
('tweedy', 115389.43782064566)
('rza', 115382.74799779603)
('muffle', 115382.74799779603)
('mingus', 115106.57544095338)
('bolan', 114930.27382855224)
('crackle', 114749.96165883918)
('slowdive', 114732.39721361548)
('imbue', 114698.01057121369)
('singer', 114278.08622222413)
('zomby', 114140.85012817012)
('staccato', 113986.45119250704)
('frontwoman', 113955.96707776727)
('segue', 113807.67003177533)
('unreleased', 113695.382722197)
('tinge', 113657.6596476286)
('bandleader', 113444.85638404875)
('meloy', 113337.26689614434)
('jangle', 113218.75073575391)
('gibbard', 113111.52573743109)
('intersperse', 113053.96695296819)
('bluesy', 112849.58376564056)
('crescendo', 112693.33025281648)
('shoegazing', 112297.6016734609)
('voice', 112065.21770433242)
('nastasia', 111363.76433367665)
('mccaughan', 111025.9190883255)
('mcentire', 110567.96697264811)
('nonagon', 110292.28735786337)
('remixers', 110292.28735786337)
('trosper', 110292.28735786337)
('echo', 109897.93140486359)
('radiohead', 109329.36866296819)
('wilco', 109262.55577625806)
('strangulate', 109245.56088421948)
('krell', 109066.06261805483)
('churn', 108975.55383127331)
('producer', 108123.80629770797)
('clatter', 108053.768741391)
('intoning', 107970.69706931729)
('breathy', 107877.19464086667)
('hiss', 107695.75016665366)
('sax', 107629.40742697314)
('excite', 107066.21884430276)
('ruminative', 106796.06842699478)
('impressionistic', 106447.40871309121)
('highlife', 106013.22350949628)
('squelchy', 105984.76711071604)
('moroder', 105923.52285650207)
('pinetop', 105842.96783608184)
('threadgill', 105578.94174427947)
('quasimoto', 105578.94174427947)
('folky', 105511.56830474483)
('metronomic', 104989.93179738005)
('obsess', 104196.25688802697)
('electro', 104057.23507992021)
('garbus', 103813.67861613927)
('homogenic', 103254.10475214272)
('meshuggah', 103179.8209388941)
('jurado', 102948.41451821792)
('gainsbourg', 102939.51046862193)
('bastardize', 102939.46820067249)
('thundercat', 102279.2366619597)
('artist', 102266.54368344795)
('bombast', 101947.63275846222)
('sneer', 101710.68327941223)
('soundsystem', 101636.89963186647)
('scattershot', 101573.65486558205)
('catchy', 101418.49365822613)
('kansa', 101212.18819064333)
('decade', 101207.54631143193)
('instrumentalist', 100789.1416066048)
('compel', 100743.36379458467)
('quintet', 100340.90236348317)
('serrate', 100315.92150050424)
('pastiche', 100063.31222565293)
('envelop', 99931.70879437367)
('mix', 99791.47025823974)
('hassell', 99505.67485687342)
('rapper', 99270.12989656768)
('lydon', 99186.53904869793)
('fingerpicking', 99110.14625165399)
('laswell', 98974.10158199164)
('badalamenti', 98954.61062029545)
('musical', 98668.83020536945)
('unfurl', 98568.34265003513)
('remixes', 98201.53292709295)
('marclay', 98094.10398479622)
('scheidt', 97801.7525824459)
('cale', 97761.04646491261)
('instrumentation', 97690.81166585929)
('grind', 97655.1222185182)
('hop', 97269.98850855208)
('detuned', 96964.15351025578)
('bussard', 96944.6012313667)
('clothe', 96841.21507533846)
('avant', 96759.76291160187)
('stun', 96724.42534209596)
('noise', 96690.66098960872)
('stomp', 96418.40437011179)
('dancehall', 96411.65183830904)
('tone', 96218.24300687732)
('addle', 95698.78739053226)
('ep', 95582.94007196758)
('kamasi', 95239.71974521698)
('veirs', 95239.71974521698)
('gauzy', 95095.1705753357)
('catchiest', 95031.66265112408)
('mackaye', 94882.80806018274)
('undulate', 94518.04913049663)
('cosey', 94494.87491714468)
('halvorson', 93991.0029702663)
('contort', 93959.29278973502)
('bryars', 93884.79372983267)
('ambience', 93652.96753488113)
('arkestra', 93584.03023836881)
('shriek', 93191.97391471535)
('shelve', 92633.68826832293)
('mirah', 92357.63657894242)
('experimentalism', 92257.0312590059)
('dulli', 92257.0312590059)
('bracingly', 91981.7235866604)
('soundtrack', 91718.83923634507)
('bandmates', 91647.55715431084)
('beat', 91611.52104359219)
('disarmingly', 91498.76753777335)
('lament', 91381.68065260496)
('lurch', 90656.66439891796)
('overtone', 90605.63874860045)
('stickle', 90339.33684885276)
('like', 90254.96020840877)
('gorgeously', 90030.55361895509)
('texture', 89852.80420443043)
('refract', 89786.28649009534)
('fuzz', 89764.21616916625)
('evocative', 89688.0908975619)
('digable', 89475.63393470434)
('stagger', 89448.82293266231)
('wurster', 89047.89201179487)
('kuti', 89042.71638813718)
('squall', 88633.5954292021)
('precede', 88502.92357509772)
('subsume', 88501.3057926447)
('tracklisting', 88256.58556703482)
('blackshaw', 88256.58556703482)
('rochereau', 88256.58556703482)
('mekons', 87787.40273463259)
('absu', 87608.05804312551)
('manuva', 87608.05804312551)
('blissed', 87295.58120757357)
('revivalists', 86770.34082799991)
('mutate', 86540.08210929895)
('dancefloors', 86529.72448708536)
('leftfield', 86455.03282634079)
('rocker', 86429.63236145234)
('rumination', 86355.14232892745)
('newsom', 85945.46828219002)
('melancholy', 85692.18338524678)
('cacophonous', 85408.29229919093)
('coxon', 85408.29229919093)
('hear', 85230.51263657861)
('clang', 85073.6341120569)
('esque', 84979.05850729054)
('dfa', 84881.27310472418)
('beatific', 84772.33955893412)
('daedelus', 84649.91277448024)
('drumbeat', 84435.72042094286)
('microtonal', 84289.06510378998)
('quaver', 84252.00433338748)
('blaxploitation', 84252.00433338748)
('sputter', 83653.97467292447)
('emo', 83589.6205287487)
('rollicking', 82811.60530786063)
('hip', 82763.47142511145)
('harmonize', 82701.91926255298)
('tinariwen', 82672.11107414191)
('gristle', 82587.8186851971)
('sufjan', 82544.90488627336)
('sensibility', 82230.13319770317)
('melodically', 81964.87372277617)
('unearth', 81891.10423767497)
('theremin', 81841.71767048567)
('studio', 81608.49528900508)
('zorn', 81370.80423615625)
('befit', 81297.96584427501)
('chameleonic', 81180.18355457469)
('pluck', 81133.43346609254)
('otherworldly', 81126.94510122969)
('minimalist', 80762.85464765866)
('chug', 80754.29349997787)
('vespertine', 80746.7189144231)
('write', 80618.20078773823)
('lope', 80599.1153741068)
('rjd2', 80592.19787305547)
('remasters', 80410.8776184822)
('timbre', 80378.14093538374)
('chant', 79919.48781160088)
('maximalism', 79782.44025844471)
('saxophone', 79717.55413775149)
('blur', 79418.61799937334)
('subrosa', 79247.32204137053)
('noodling', 78823.29738580741)
('bleat', 78538.41694726006)
('woodwind', 78489.0121298539)
('squelch', 78489.0121298539)
('gza', 78351.81253852282)
('twangy', 78262.78337864715)
('superunknown', 78181.87458278923)
('exotica', 78115.7127712158)
('stylistic', 77991.84982835817)
('orridge', 77912.06345203912)
('tempo', 77865.5202006514)
('languid', 77776.0869675974)
('twang', 77632.89774108368)
('horn', 77628.69022559606)
('stooge', 77527.35899720926)
('hook', 76974.87939006588)
('jux', 76921.26302488892)
('scenesters', 76848.60144958887)
('computerize', 76846.96104704487)
('percussionist', 76606.86529454311)
('saxophonist', 76531.71576377186)
('raucous', 76486.77221029911)
('arca', 76435.58949472611)
('comedown', 76379.71600571364)
('infatuate', 76251.45792642406)
('psych', 76244.52401754285)
('yearn', 76126.5937306299)
('aesthetic', 76029.09535933401)
('waxahatchee', 75898.25637955107)
('vagary', 75898.25637955107)
('livity', 75898.25637955107)
('frenetic', 75341.93808019563)
('bibio', 75290.85952831343)
('reznor', 75269.74755064033)
('ghostface', 75237.07042525809)
('rhyme', 75199.6955621289)
('brownstein', 75129.93256401742)
('buzzcocks', 74885.4673218061)
('weatherall', 74737.72489442032)
('anthem', 74723.69427140296)
('palomo', 74505.0025759795)
('stockhausen', 74228.57750999022)
('sample', 73987.00411244182)
('saloman', 73964.16723861248)
('germfree', 73795.01463702242)
('virtuosic', 73788.32662537426)
('xiu', 73698.36644623002)
('intertwine', 73693.74590371433)
('unspooling', 73167.78724935705)
('smolder', 73103.80629328685)
('dessner', 72694.7377744472)
('burbles', 72663.1540240041)
('balvin', 72211.55824435252)
('loop', 72175.97685187601)
('albarn', 72035.67622906307)
('hardcore', 71983.94462823743)
('reverberate', 71962.22477264857)
('make', 71909.73992930214)
('tinny', 71621.2235684917)
('collage', 71110.21601997362)
('demos', 70949.26332215659)
('arrangement', 70892.51560829481)
('catharsis', 70832.32703582235)
('fittingly', 70799.97468281875)
('organ', 70713.106609252)
('begin', 70521.60012803391)
('feel', 70440.56605929424)
('rootsy', 70254.15722146511)
('orchestral', 70148.0577065395)
('trio', 70095.05502983309)
('cohere', 70069.01619067164)
('thugger', 69901.36817572505)
('sparhawk', 69737.65637797916)
('timbaland', 69578.81188618742)
('khorshid', 69397.39429258819)
('orchestration', 69326.20126858642)
('tesfaye', 69320.27548160349)
('keyboard', 69304.83738189928)
('whispery', 69188.29019621472)
('cobain', 69032.25787679326)
('gamelan', 69028.90506941779)
('deadpan', 68984.6116659369)
('dylan', 68916.61482278284)
('amoré', 68837.95346052307)
('instrument', 68770.17632416224)
('stipe', 68763.20797884856)
('ochs', 68763.20797884856)
('funky', 68761.30423316262)
('ingrain', 68575.43006901578)
('veer', 68570.52600470615)
('electrify', 68550.218416916)
('keening', 68485.53559879206)
('ciani', 68145.47244240885)
('mixtape', 67771.4720172877)
('thump', 67562.31936332423)
('adebimpe', 67467.31471089653)
('fade', 67401.54880400261)
('listen', 67394.36601453817)
('harmony', 67282.01089134158)
('feelies', 67030.06826464359)
('diabaté', 66831.13576190468)
('spacy', 66638.31235632401)
('thrill', 66391.61356077103)
('duo', 66223.91008269523)
('improvisation', 66183.62569682153)
('ramones', 65813.11839154725)
('galaxie', 65779.13256356525)
('strummer', 65571.8472292756)
('chromatics', 65438.10938410488)
('singalong', 65273.30803711918)
('adrenalized', 65241.276964010045)
('elate', 65075.69562875726)
('sampha', 64874.98510548276)
('elastica', 64544.78078707279)
('catalog', 64309.65930595604)
('distortion', 64184.88515273644)
('resonate', 64180.637451814866)
('moog', 64116.38209486342)
('mudhoney', 63977.849227616636)
('strew', 63935.35530639057)
('grindcore', 63675.88449906562)
('doom', 63657.08507291822)
('folkies', 63650.02630635126)
('prass', 63650.02630635126)
('concision', 63604.0543079298)
('titled', 63522.54710694301)
('discs', 63496.4094600586)
('yorke', 63456.8146864505)
('improvise', 63163.527336901796)
('mechanize', 63132.42234534254)
('dreamy', 62700.42734929784)
('rubdown', 62536.09487882527)
('efface', 62497.159967007)
('bookended', 62497.159967007)
('conjures', 62392.83612624596)
('richman', 62384.33248105696)
('evokes', 62186.367381060554)
('idiosyncrasy', 62168.7914970217)
('gane', 61983.99857679418)
('oldham', 61968.47022371836)
('mcaloon', 61763.68092040349)
('alcest', 61763.68092040349)
('hum', 61635.467444058784)
('dissonance', 61619.6650947177)
('eps', 61364.83550658945)
('funereal', 61359.02672837137)
('beatles', 61341.26762949552)
('standout', 61340.09199909344)
('composer', 61231.08447940851)
('warmsley', 61008.464651959934)
('catchiness', 60916.875959966215)
('lidell', 60773.63879832919)
('elli', 60756.748386019186)
('scenester', 60689.55996652097)
('drift', 60472.48240435206)
('freakout', 60107.526626835985)
('percolate', 60107.526626835985)
('sear', 60068.82732843496)
('idiosyncratic', 60068.7244065793)
('twee', 59927.87472183213)
('wiesenfeld', 59908.85596876552)
('teem', 59826.88271582782)
('deceptively', 59783.17056523255)
('sunbather', 59512.452306710504)
('pantha', 59416.93948712619)
('cex', 59370.05660991673)
('curdle', 59135.85940544195)
('madchester', 59104.000880768894)
('lonerism', 59104.000880768894)
('meditative', 58944.28379956928)
('ulver', 58736.250454192275)
('squeal', 58685.62048360754)
('vinyl', 58665.56010978475)
('rave', 58596.360923018525)
('soulful', 58591.60625139071)
('beatmakers', 58401.265307859074)
('orcutt', 58237.079108528895)
('autoharp', 58069.48819022389)
('imprint', 58022.19678903354)
('headier', 57778.65035718161)
('nortec', 57778.65035718161)
('sinewy', 57773.56735631135)
('unlistenable', 57743.3378066531)
('ragon', 57743.3378066531)
('weave', 57393.908533809285)
('odelay', 57290.94191230629)
('sigur', 57259.682874478785)
('afropop', 57143.8318471302)
('pixies', 57065.75372135834)
('maximalist', 56997.05090204566)
('unclutter', 56941.233675162606)
('encrust', 56941.233675162606)
('swell', 56912.051288548915)
('chesnutt', 56898.061113853844)
('piece', 56877.4636081016)
('prolificacy', 56731.54518609569)
('talabot', 56731.54518609569)
('immediacy', 56714.79319910205)
('hurtle', 56704.86769985581)
('funkier', 56621.69755537342)
('cello', 56613.113208101124)
('cadence', 56554.457714993616)
('portishead', 56531.698103634946)
('eerie', 56487.47680309776)
('devendra', 56472.62725207507)
('songbook', 56433.7529914333)
('hypnotically', 56240.773902186236)
('terrify', 56222.575587098465)
('electronic', 56154.94645939191)
('shuggie', 56127.83177554785)
('tropicalia', 56096.41897310498)
('synthesist', 56096.41897310498)
('codas', 55986.80939831129)
('amplify', 55901.434919976586)
('standouts', 55839.81474352646)
('grandaddy', 55669.06912048768)
('gaji', 55552.423097719606)
('adenoidal', 55524.49103320003)
('lyricist', 55510.41049561359)
('murmur', 55455.922920732315)
('clipse', 55433.920260087994)
('infuse', 55401.11225818358)
('syncopation', 55232.64143993279)
('title', 55015.50328662353)
('complicate', 54928.6347722097)
('synthesize', 54899.35121796392)
('trope', 54886.215556165735)
('oberst', 54793.95490380745)
('freewheel', 54643.20602439634)
('oliveros', 54604.41904279744)
('scream', 54562.12958937252)
('bedhead', 54492.94518106954)
('druggy', 54451.94169607887)
('tweak', 54397.27471567919)
('noisemaker', 54351.162620880015)
('pentangle', 54344.26565902248)
('vannier', 54268.57623595468)
('tellingly', 54132.02199982561)
('moment', 54081.928201102455)
('molina', 53835.07544197314)
('cassette', 53814.70371348657)
('rundgren', 53800.810821543004)
('unhurried', 53720.49626544051)
('metal', 53639.52773704136)
('slink', 53630.895982029695)
('turbonegro', 53576.56669484114)
('whisper', 53547.756088760034)
('visceral', 53522.65045529672)
('aural', 53505.75235319134)
('politti', 53494.554195225755)
('dahlquist', 53316.01535976262)
('perplex', 53100.07970449081)
('endearingly', 53098.51330483517)
('bajas', 52970.019808660465)
('dance', 52938.547559776176)
('mcnew', 52898.332673521654)
('lynchian', 52898.332673521654)
('sotl', 52898.332673521654)
('acher', 52789.47087213973)
('seamlessly', 52762.81264584145)
('rawer', 52748.720832029554)
('elegiac', 52737.21895269313)
('reggae', 52671.385376154256)
('bootleg', 52624.237027984775)
('aacm', 52619.84228957611)
('greedo', 52580.04688069763)
('flute', 52509.12919447079)
('quartet', 52392.40592439119)
('sextet', 52305.649253429845)
('sitar', 52291.94783057424)
('barwick', 52267.41445811824)
('wordplay', 52137.50630845284)
('classic', 52111.58904601507)
('squarepusher', 52069.309045839116)
('soul', 52050.8342673654)
('sheff', 52007.41008233796)
('improvisational', 51950.70315405595)
('garde', 51896.255249777765)
('intrigue', 51749.639121386994)
('rosenstock', 51660.55834099784)
('come', 51630.624521178375)
('paean', 51586.68268649322)
('billow', 51550.46534393727)
('kinney', 51368.83543293551)
('hazy', 51344.419525474426)
('tape', 51170.23246767756)
('fetishize', 50985.10596503276)
('play', 50966.30909130829)
('grunge', 50928.103285155674)
('avey', 50845.457764847175)
('reverie', 50832.10111937261)
('levan', 50676.875672961076)
('wheeze', 50657.872450986455)
('soundscape', 50643.083821902816)
('dj', 50597.962083913306)
('synapsis', 50509.37571407229)
('kaytranada', 50509.37571407229)
('louvin', 50509.37571407229)
('cathartic', 50426.320694323455)
('thrash', 50378.15672770581)
('noodly', 50371.13108061986)
('spaceghostpurrp', 50371.13108061986)
('swagger', 50206.82161608237)
('emerge', 50201.70064510183)
('rework', 50112.74469647772)
('musicianship', 49752.83742843671)
('maus', 49750.51644600396)
('rumble', 49747.46179817759)
('jansch', 49745.74647406423)
('layer', 49646.51994408312)
('lush', 49616.101658761414)
('ecstatic', 49615.090721505534)
('cilvia', 49514.116239271825)
('quik', 49505.03699444432)
('shalabi', 49502.89123936632)
('flutter', 49452.655809270414)
('dubstep', 49237.312849787675)
('note', 49157.09173185112)
('pockmark', 49111.85280360437)
('ragga', 48931.882074523994)
('cover', 48911.40306032752)
('inscrutable', 48712.81508889591)
('recur', 48676.110488345286)
('playfulness', 48575.53132967905)
('relegate', 48474.44792441652)
('cryptogram', 48450.179250613044)
('auteur', 48363.5205391081)
('impossibly', 48362.110634388126)
('ethereal', 48336.88263257283)
('sitek', 48326.871825192626)
('tzadik', 48326.871825192626)
('unmoored', 48297.27658539657)
('pointillist', 48297.27658539657)
('swooning', 48227.146578785665)
('wispy', 48129.684058394894)
('year', 48127.198985419396)
('langs', 48096.03778542315)
('ramshackle', 48010.90267416179)
('muted', 48007.21878816579)
('hint', 47980.48593728431)
('embody', 47843.663648737536)
('lullaby', 47842.91070362227)
('huur', 47775.8974986253)
('undercurrent', 47758.75071494309)
('violin', 47747.35704533695)
('jag', 47708.960443739335)
('slather', 47537.01882739683)
('jittery', 47443.329491491415)
('compositional', 47403.44126212712)
('revivalism', 47319.26294653839)
('raekwon', 47279.867316303375)
('dacus', 47255.88318175868)
